audio_base,effect_key,variant_idx,variant_path,original_transcript,noisy_transcript,word_error_rate,character_similarity,word_overlap,length_ratio,intent_preserved,intent_confidence,semantic_similarity,noise_impact_severity,intent_category,error_types,critical_words_affected,effect_params
live_simple_84-45-0_openai,background_noise_all,mosquito_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mosquito_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/mosquito.webm""}"
live_simple_84-45-0_openai,background_noise_all,car_outside_5_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_car_outside_5_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/car_outside_5.webm""}"
live_simple_84-45-0_openai,background_noise_all,car_outside_5_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_car_outside_5_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/car_outside_5.webm""}"
live_simple_84-45-0_openai,background_noise_all,mosquito_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mosquito_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/mosquito.webm""}"
live_simple_84-45-0_openai,background_noise_all,machine_outside_4_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_machine_outside_4_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/machine_outside_4.webm""}"
live_simple_84-45-0_openai,background_noise_all,mosquito_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mosquito_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/mosquito.webm""}"
live_simple_84-45-0_openai,background_noise_all,machine_outside_4_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_machine_outside_4_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/machine_outside_4.webm""}"
live_simple_84-45-0_openai,background_noise_all,machine_outside_4_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_machine_outside_4_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/machine_outside_4.webm""}"
live_simple_84-45-0_openai,background_noise_all,drilling_outside_1_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_drilling_outside_1_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/drilling_outside_1.webm""}"
live_simple_84-45-0_openai,background_noise_all,drilling_outside_1_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_drilling_outside_1_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/drilling_outside_1.webm""}"
live_simple_84-45-0_openai,background_noise_all,ruckus_outside_6_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_ruckus_outside_6_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/ruckus_outside_6.webm""}"
live_simple_84-45-0_openai,background_noise_all,ruckus_outside_6_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_ruckus_outside_6_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/ruckus_outside_6.webm""}"
live_simple_84-45-0_openai,background_noise_all,ruckus_outside_6_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_ruckus_outside_6_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/ruckus_outside_6.webm""}"
live_simple_84-45-0_openai,background_noise_all,mall_outside_2_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mall_outside_2_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/mall_outside_2.webm""}"
live_simple_84-45-0_openai,background_noise_all,mall_outside_2_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mall_outside_2_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/mall_outside_2.webm""}"
live_simple_84-45-0_openai,background_noise_all,honk_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_honk_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/honk.webm""}"
live_simple_84-45-0_openai,background_noise_all,honk_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_honk_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/honk.webm""}"
live_simple_84-45-0_openai,background_noise_all,mall_outside_2_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mall_outside_2_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/mall_outside_2.webm""}"
live_simple_84-45-0_openai,background_noise_all,drilling_outside_1_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_drilling_outside_1_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/drilling_outside_1.webm""}"
live_simple_84-45-0_openai,background_noise_all,foodcourt_outside_3_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_foodcourt_outside_3_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/foodcourt_outside_3.webm""}"
live_simple_84-45-0_openai,background_noise_all,honk_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_honk_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/honk.webm""}"
live_simple_84-45-0_openai,background_noise_all,foodcourt_outside_3_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_foodcourt_outside_3_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/foodcourt_outside_3.webm""}"
live_simple_84-45-0_openai,background_noise_all,mic_ring_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mic_ring_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/mic_ring.webm""}"
live_simple_84-45-0_openai,background_noise_all,mic_ring_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mic_ring_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/mic_ring.webm""}"
live_simple_84-45-0_openai,background_noise_all,foodcourt_outside_3_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_foodcourt_outside_3_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/foodcourt_outside_3.webm""}"
live_simple_84-45-0_openai,background_noise_all,mic_ring_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_mic_ring_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/mic_ring.webm""}"
live_simple_84-45-0_openai,background_noise_all,rain_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_rain_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/rain.mp3""}"
live_simple_84-45-0_openai,background_noise_all,rain_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_rain_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/rain.mp3""}"
live_simple_84-45-0_openai,background_noise_all,rain_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_rain_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/rain.mp3""}"
live_simple_84-45-0_openai,background_noise_all,dog-barking_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_dog-barking_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/dog-barking.mp3""}"
live_simple_84-45-0_openai,background_noise_all,dog-barking_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_dog-barking_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/dog-barking.mp3""}"
live_simple_84-45-0_openai,background_noise_all,dog-barking_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_dog-barking_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/dog-barking.mp3""}"
live_simple_84-45-0_openai,background_noise_all,printer_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_printer_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/printer.mp3""}"
live_simple_84-45-0_openai,background_noise_all,printer_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_printer_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/printer.mp3""}"
live_simple_84-45-0_openai,background_noise_all,motorcycle_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_motorcycle_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/motorcycle.mp3""}"
live_simple_84-45-0_openai,background_noise_all,printer_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_printer_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/printer.mp3""}"
live_simple_84-45-0_openai,background_noise_all,motorcycle_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_motorcycle_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, he works the latitude and longitude for Seattle.",0.21428571428571427,0.9294117647058824,0.7058823529411765,1.0238095238095237,False,0.6,0.7,medium,question,word_substitution;command_confusion,what's,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/motorcycle.mp3""}"
live_simple_84-45-0_openai,background_noise_all,rain-thunder_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_rain-thunder_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/rain-thunder.mp3""}"
live_simple_84-45-0_openai,background_noise_all,motorcycle_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_motorcycle_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where is the place to-",0.6428571428571429,0.5289256198347108,0.29411764705882354,0.44047619047619047,False,0.2,0.1,high,question,transcription_degradation;word_deletion;partial_loss;semantic_drift,Mr. Gates;latitude;longitude;Seattle,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/motorcycle.mp3""}"
live_simple_84-45-0_openai,background_noise_all,rain-thunder_db-5,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_rain-thunder_db-5.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -5, ""noise_file"": ""background_noise/noise/rain-thunder.mp3""}"
live_simple_84-45-0_openai,background_noise_all,restaurant_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_restaurant_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/restaurant.mp3""}"
live_simple_84-45-0_openai,background_noise_all,restaurant_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_restaurant_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/restaurant.mp3""}"
live_simple_84-45-0_openai,background_noise_all,rain-thunder_db0,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_rain-thunder_db0.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Bates works is much better than all you can do to get out of here.",1.0714285714285714,0.6171428571428571,0.17857142857142858,1.0833333333333333,False,0.1,0.2,high,question,word_substitution;entity_confusion;command_confusion;semantic_drift,Gates;latitude and longitude;Seattle,"{""noise_level"": 0, ""noise_file"": ""background_noise/noise/rain-thunder.mp3""}"
live_simple_84-45-0_openai,background_noise_all,wind_in_mic_db-15,audio_comparison_outputs/live_simple_84-45-0_openai/background_noise_all/live_simple_84-45-0_openai_background_noise_all_wind_in_mic_db-15.mp3,"Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?","Hey, you know, where Mr. Gates works, what's the latitude and longitude for Seattle?",0.0,1.0,1.0,1.0,True,1.0,1.0,low,question,no_significant_impact,,"{""noise_level"": -15, ""noise_file"": ""background_noise/noise/wind_in_mic.mp3""}"
